liquidity_pool_address,token_pair,fee_tier_bps,protocol_fee_assigned,meets_vol_cut,meets_lp_fees_cut,meets_marketshare_cut,L60d_volume_usd,volume_rank,L60d_lp_fees_usd,lp_fees_rank,uniswap_marketshare,unique_key,annualized_revenue_contribution
0x52db713d60249e52024dfb54a5b4c32fe0893f54,SHIA-WETH,100.0,0.166666,no,yes,yes,3285.6023986191885,4363,32.85602398619188,4168,1.0,0x43d7e65b8ff49698d9550a7f315c87e67344fb59-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,33.31222440323616
0xd05d35b500dee15aecbae563a28e790ae1594cb4,WETH-WTK,100.0,0.166666,no,yes,yes,4076.5627484855004,4364,40.76562748485497,4169,0.9098748219767439,0x4cff49d0a19ed6ff845a9122fa912abcfb1f68a6-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.331651428210925
0xd05d35b500dee15aecbae563a28e790ae1594cb4,WETH-WTK,100.0,0.166666,no,yes,yes,4047.8678287415546,4364,40.47867828741555,4169,0.9098748219767439,0x4cff49d0a19ed6ff845a9122fa912abcfb1f68a6-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.04071798898993
0x3ff190d0c24848cc88a2ab5ae19cbdff8a296f62,ETH-WETH,100.0,0.166666,no,yes,yes,4097.387210482202,4365,40.97387210482201,4170,1.0,0x6979da82e3d20f88003e46c7f32747b8f6318cfc-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.54278749001878
0x3ff190d0c24848cc88a2ab5ae19cbdff8a296f62,ETH-WETH,100.0,0.166666,no,yes,yes,4024.297721820163,4365,40.24297721820163,4170,1.0,0x6979da82e3d20f88003e46c7f32747b8f6318cfc-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.80174424971349
0x71f881582242baa8cd5866b00e6f8d90d8d950ec,SAAB-WETH,100.0,0.166666,no,yes,yes,4088.9489634328365,4366,40.88948963432836,4171,1.0,0x69332f1edd31be82cd630c3f1182c2fcc5b973f5-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.45723338298607
0x71f881582242baa8cd5866b00e6f8d90d8d950ec,SAAB-WETH,100.0,0.166666,no,yes,yes,4027.047992451975,4366,40.270479924519755,4171,1.0,0x69332f1edd31be82cd630c3f1182c2fcc5b973f5-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.82962882652506
0x6e13ba9bebdfc280be2c2c9aa4baf6f912515b80,HARD-WETH,100.0,0.166666,no,yes,yes,4095.0530089530776,4368,40.95053008953077,4172,1.0,0x69e6e77cee0cf4fc7bda32aabf5242d402844921-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.519121374735555
0x6e13ba9bebdfc280be2c2c9aa4baf6f912515b80,HARD-WETH,100.0,0.166666,no,yes,yes,4019.5809928348776,4368,40.19580992834878,4172,1.0,0x69e6e77cee0cf4fc7bda32aabf5242d402844921-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.75392204990225
0x1fd61934a34864f29adb2734554e50c70b253fab,MELODY-WETH,100.0,0.166666,no,yes,yes,4082.8419874,4369,40.828419874000005,4173,1.0,0x6957f4cca0bc86fd262220f00f483b236aeb629f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.395315679213844
0x1fd61934a34864f29adb2734554e50c70b253fab,MELODY-WETH,100.0,0.166666,no,yes,yes,4030.859725480371,4369,40.30859725480371,4173,1.0,0x6957f4cca0bc86fd262220f00f483b236aeb629f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.86827540958711
0xe0e5db5a60be3e8b815fbfa23236f7b008c28e3e,VOX DEI-WETH,100.0,0.166666,no,yes,yes,4085.9274100000002,4370,40.8592741,4174,1.0,0x69fea68178adea6ec726cde18865e34d891225e8-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.42659831099948
0xe0e5db5a60be3e8b815fbfa23236f7b008c28e3e,VOX DEI-WETH,100.0,0.166666,no,yes,yes,4025.0842928837014,4370,40.25084292883702,4174,1.0,0x69fea68178adea6ec726cde18865e34d891225e8-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.8097191744301
0x6a3f2394a8503c0b7c08f3540a1b8965e42506cf,CHASE-WETH,100.0,0.166666,no,yes,yes,4057.064870661772,4371,40.57064870661772,4175,1.0,0x46ab55c52238691f9010863e5cc5bbd18cec55c0-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.13396540213432
0x6a3f2394a8503c0b7c08f3540a1b8965e42506cf,CHASE-WETH,100.0,0.166666,no,yes,yes,4053.0478688657868,4371,40.53047868865788,4175,1.0,0x46ab55c52238691f9010863e5cc5bbd18cec55c0-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.093237630170115
0xb7b77cc13b0d7586ae9a213ad2935d65358f3486,POTUS -WETH,100.0,0.166666,no,yes,yes,5985.058205491426,4372,59.850582054914256,4177,1.0,0x704d2ec9c327874f1be2eff168de3c49c694d538-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,60.68159741164973
0xb7b77cc13b0d7586ae9a213ad2935d65358f3486,POTUS -WETH,100.0,0.166666,no,yes,yes,2123.7486418532403,4372,21.237486418532402,4177,1.0,0x704d2ec9c327874f1be2eff168de3c49c694d538-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,21.532365377872658
0x1cc05337fe9bca4fc5d569cfd56df31ceabc2bcb,CHR-WETH,100.0,0.166666,no,yes,yes,4279.578912612104,4373,42.795789126121036,4178,0.9999836774029197,0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,43.3900015255057
0x1cc05337fe9bca4fc5d569cfd56df31ceabc2bcb,CHR-WETH,100.0,0.166666,no,yes,yes,3827.867802507457,4373,38.27867802507459,4178,0.9999836774029197,0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,38.810171089673084
0x699b8e3719635117220e4d1d772762739c7d01d9,BOOCHIE-WETH,100.0,0.166666,no,yes,yes,4073.8368062957925,4374,40.738368062957925,4179,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf8ea18ca502de3ffaa9b8ed95a21878ee41a2f4a,41.304013513784085
0x699b8e3719635117220e4d1d772762739c7d01d9,BOOCHIE-WETH,100.0,0.166666,no,yes,yes,4031.6361490699783,4374,40.316361490699784,4179,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf8ea18ca502de3ffaa9b8ed95a21878ee41a2f4a,40.87614745060457
0xf398467db0a24825b1f90d1b5dab031ca570c953,VLAD-WETH,100.0,0.166666,no,yes,yes,4562.443780875137,4375,45.62443780875138,4180,1.0,0x6ae61e22137f0cb40f5f834c3d033279afe7d531-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46.25792552365293
0xf398467db0a24825b1f90d1b5dab031ca570c953,VLAD-WETH,100.0,0.166666,no,yes,yes,3541.250959478591,4375,35.41250959478591,4180,1.0,0x6ae61e22137f0cb40f5f834c3d033279afe7d531-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,35.904206388424576
0x3257d6052e92f16462df5699df937a59bcd43dff,MOMO-WETH,100.0,0.166666,no,yes,yes,4083.991096559108,4376,40.83991096559108,4181,1.0,0x339f25223deac8e70bc36d62175237e2bedba431-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.40696632269649
0x3257d6052e92f16462df5699df937a59bcd43dff,MOMO-WETH,100.0,0.166666,no,yes,yes,4018.034990990343,4376,40.18034990990343,4181,1.0,0x339f25223deac8e70bc36d62175237e2bedba431-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.73824737167745
0xdd43a4f49e3cf8f62a91e5dfc2c2c5fec1403a6c,BARKIN-WETH,100.0,0.166666,no,yes,yes,4080.4788722999997,4377,40.804788723,4182,1.0,0x69e581c95661e03b4e661a81bd99329f26dfff24-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.371356413620745
0xdd43a4f49e3cf8f62a91e5dfc2c2c5fec1403a6c,BARKIN-WETH,100.0,0.166666,no,yes,yes,4014.1275096670097,4377,40.1412750966701,4182,1.0,0x69e581c95661e03b4e661a81bd99329f26dfff24-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.69863001117485
0x2bf692ca32fb01ab48326855c38c42e902c87af5,JINDO-WETH,100.0,0.166666,no,yes,yes,4075.599610024876,4378,40.75599610024876,4183,1.0,0x4f8f529653ebdc0de715c6ae4aa244d2300148a6-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.321886313434696
0x2bf692ca32fb01ab48326855c38c42e902c87af5,JINDO-WETH,100.0,0.166666,no,yes,yes,4009.7235343282423,4378,40.09723534328243,4183,1.0,0x4f8f529653ebdc0de715c6ae4aa244d2300148a6-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.65397877315135
0x35eb456144148f72ad5cc707b2f4f84b29d6570e,PPP-WETH,30.0,0.166666,no,yes,yes,13483.688421890547,2182,40.45106526567164,4184,1.0,0x00819439d2474b959b145cd16cd764228735cf65-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.01272156504128
0x35eb456144148f72ad5cc707b2f4f84b29d6570e,PPP-WETH,30.0,0.166666,no,yes,yes,13425.896088533987,2182,40.27768826560196,4184,1.0,0x00819439d2474b959b145cd16cd764228735cf65-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.836937254221795
0xfe15d70db5f550e7cd2b4bb641641a5001f8964a,SCHRODI-WETH,100.0,0.166666,no,yes,yes,4946.839544618691,4381,49.46839544618692,4185,1.0,0x35ca1e5a9b1c09fa542fa18d1ba4d61c8edff852-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,50.15525587222465
0xfe15d70db5f550e7cd2b4bb641641a5001f8964a,SCHRODI-WETH,100.0,0.166666,no,yes,yes,3117.9455040000003,4381,31.179455040000004,4185,1.0,0x35ca1e5a9b1c09fa542fa18d1ba4d61c8edff852-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,31.612376576654565
0xa099f894182dfc1b85d1d25299a35f43cb0139c1,BORPA-WETH,100.0,0.166666,no,yes,yes,4059.337360567164,4382,40.593373605671644,4186,1.0,0x69484471ddda4441f70537548dc2355f4e90a73b-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.15700583262413
0xa099f894182dfc1b85d1d25299a35f43cb0139c1,BORPA-WETH,100.0,0.166666,no,yes,yes,3997.2436368588087,4382,39.97243636858809,4186,1.0,0x69484471ddda4441f70537548dc2355f4e90a73b-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.52744698549321
0x93e3646ae3bfbdcd4ab469009a421d6da1bda31d,The Torch-WETH,100.0,0.166666,no,yes,yes,4181.5796465927115,4383,41.81579646592712,4187,1.0,0x69c515db91e4a0aedf7d035ab9531e9fb060cbc4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,42.39640183055711
0x93e3646ae3bfbdcd4ab469009a421d6da1bda31d,The Torch-WETH,100.0,0.166666,no,yes,yes,3874.7860998054257,4383,38.747860998054264,4187,1.0,0x69c515db91e4a0aedf7d035ab9531e9fb060cbc4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.28586859003541
0xbb28fd9ff48c9a0fca5c111c252ffc5b022095a5,WETH-buddha ,100.0,0.166666,no,yes,yes,4183.847925515225,4385,41.83847925515226,4188,1.0,0x692dd5bb075986e2c63c16ab0a95fe50cab6a369-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,42.419399566530174
0xbb28fd9ff48c9a0fca5c111c252ffc5b022095a5,WETH-buddha ,100.0,0.166666,no,yes,yes,3862.333887355748,4385,38.62333887355748,4188,1.0,0x692dd5bb075986e2c63c16ab0a95fe50cab6a369-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.15961749659368
0x4a212f502d7bd8e824fc592533e5aa0658e89fb7,WETH-WOOLLY,100.0,0.166666,no,yes,yes,4052.453213731343,4386,40.524532137313436,4189,1.0,0x698b87cecf5788692988de1c89a53817648a47fa-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.087208511951346
0x4a212f502d7bd8e824fc592533e5aa0658e89fb7,WETH-WOOLLY,100.0,0.166666,no,yes,yes,3991.250840339344,4386,39.91250840339344,4189,1.0,0x698b87cecf5788692988de1c89a53817648a47fa-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.46668693048983
0x7c30e38e76add4a71345aab1f9cceb360e5f638e,MOOT-WETH,100.0,0.166666,no,yes,yes,4044.593902295067,4387,40.44593902295067,4190,1.0,0x693634243c769d9ff9864231e785a99c95595e8a-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.007524145294504
0x7c30e38e76add4a71345aab1f9cceb360e5f638e,MOOT-WETH,100.0,0.166666,no,yes,yes,3991.084443873197,4387,39.91084443873197,4190,1.0,0x693634243c769d9ff9864231e785a99c95595e8a-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.46499986195636
0x0a49e0955f61dda61a4f1b9d144642f2f72f24b3,Bit-WETH,100.0,0.166666,no,yes,yes,4054.605370357398,4388,40.54605370357398,4191,1.0,0x692c13a908d79a059f9d73ea0df67b8d6eeaba14-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.10902890157249
0x0a49e0955f61dda61a4f1b9d144642f2f72f24b3,Bit-WETH,100.0,0.166666,no,yes,yes,3973.9869385838033,4388,39.739869385838034,4191,1.0,0x692c13a908d79a059f9d73ea0df67b8d6eeaba14-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.291650848948834
0x04c21234af48fd2c780fea33c04fc2b3fd1b57b0,1KLIK-WETH,100.0,0.166666,no,yes,yes,4029.247178246921,4389,40.29247178246921,4192,1.0,0x6914d80bbf872bb599cc78eeaf95087e7da538c1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.851926037756826
0x04c21234af48fd2c780fea33c04fc2b3fd1b57b0,1KLIK-WETH,100.0,0.166666,no,yes,yes,3998.493983146766,4389,39.98493983146766,4192,1.0,0x6914d80bbf872bb599cc78eeaf95087e7da538c1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.54012405687095
0xafab28771ff163763ec4393e10a9236684cc4c27,LARRY-WETH,100.0,0.166666,no,yes,yes,4045.029308456119,4390,40.450293084561196,4193,1.0,0x691453fc5ebacccb2f32a7570832edd718e90508-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.011938662324816
0xafab28771ff163763ec4393e10a9236684cc4c27,LARRY-WETH,100.0,0.166666,no,yes,yes,3982.45594086631,4390,39.8245594086631,4193,1.0,0x691453fc5ebacccb2f32a7570832edd718e90508-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.377516778625825
0xd053b42740d12b181254d51fdedc0b3fd156ef8a,Klik-WETH,100.0,0.166666,no,yes,yes,4038.347222444876,4391,40.38347222444876,4194,1.0,0x690d4a8dc08fb921e817c73d2f392e62a7f84504-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.94419000570653
0xd053b42740d12b181254d51fdedc0b3fd156ef8a,Klik-WETH,100.0,0.166666,no,yes,yes,3981.6819123119776,4391,39.816819123119785,4194,1.0,0x690d4a8dc08fb921e817c73d2f392e62a7f84504-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.369669020507786
0x8165973773398de598ffaa7e754d3156af169d67,ETHOS-WETH,30.0,0.166666,no,yes,yes,13376.773530515607,2198,40.130320591546806,4195,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcdb8fc4ef27dfeaba9b31899a9d165398bf97b9e,40.68752340457367
0x8165973773398de598ffaa7e754d3156af169d67,ETHOS-WETH,30.0,0.166666,no,yes,yes,13317.58038348829,2198,39.95274115046488,4195,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcdb8fc4ef27dfeaba9b31899a9d165398bf97b9e,40.50747830254889
0x79e5862c72a84502e782c1497c147751af4dda7b,	@AniAnichat-WETH,100.0,0.166666,no,yes,yes,4035.98906380612,4392,40.3598906380612,4196,1.0,0x69f33476656ac5af20ec3fecfb93609a30016569-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.920280992922244
0x79e5862c72a84502e782c1497c147751af4dda7b,	@AniAnichat-WETH,100.0,0.166666,no,yes,yes,3970.5103292789145,4392,39.70510329278915,4196,1.0,0x69f33476656ac5af20ec3fecfb93609a30016569-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.25640203449231
0xf5acc5e0f09734bdb9a7e75608d65d7afff2c20a,LAURA-WETH,100.0,0.166666,no,yes,yes,4030.0490811867694,4393,40.3004908118677,4197,1.0,0x691a066ed6ca4958f0b0ce6c97512fa1f6410b60-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.86005641004202
0xf5acc5e0f09734bdb9a7e75608d65d7afff2c20a,LAURA-WETH,100.0,0.166666,no,yes,yes,3974.486225720665,4393,39.744862257206655,4197,1.0,0x691a066ed6ca4958f0b0ce6c97512fa1f6410b60-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.29671304550426
0x4c3432c13bf2f4fd06567442c53e3093528f26b3,Treecoin-WETH,100.0,0.166666,no,yes,yes,4054.594612458033,4394,40.545946124580325,4198,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf397166d6eb3e5b01669386f7aa919daf615fb13,41.10891982886243
0x4c3432c13bf2f4fd06567442c53e3093528f26b3,Treecoin-WETH,100.0,0.166666,no,yes,yes,3949.1895554718926,4394,39.49189555471893,4198,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf397166d6eb3e5b01669386f7aa919daf615fb13,40.040233942513616
0x10215266fe5464b94b7177f126c809ebff109ee0,CD$-WETH,100.0,0.166666,no,yes,yes,4033.2526059328356,4395,40.33252605932836,4199,1.0,0x69715957cbb61cc334d516e77063ef9362bf2124-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.89253646157445
0x10215266fe5464b94b7177f126c809ebff109ee0,CD$-WETH,100.0,0.166666,no,yes,yes,3968.044054567139,4395,39.68044054567139,4199,1.0,0x69715957cbb61cc334d516e77063ef9362bf2124-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.23139684924128
0x536c607b2d5e746d4026e7e97a9b3e08de5f3a2b,Kat-WETH,100.0,0.166666,no,yes,yes,4075.2364957159407,4396,40.752364957159394,4200,1.0,0x454dbc8380b5e425112e8ad43793f2bd53004898-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.31820475252872
0x536c607b2d5e746d4026e7e97a9b3e08de5f3a2b,Kat-WETH,100.0,0.166666,no,yes,yes,3922.413720811318,4396,39.22413720811317,4200,1.0,0x454dbc8380b5e425112e8ad43793f2bd53004898-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.768757815891625
0x619944b922ddf2562ccd8ee4b00bc0f3ddbf565c,FLOKI-ZIK,100.0,0.166666,no,yes,yes,4191.018616239551,4397,41.910186162395505,4201,1.0,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e-0xd4419c2d3daa986dc30444fa333a846be44fd1eb,42.49210211222934
0x619944b922ddf2562ccd8ee4b00bc0f3ddbf565c,FLOKI-ZIK,100.0,0.166666,no,yes,yes,3804.584695364775,4397,38.045846953647754,4201,1.0,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e-0xd4419c2d3daa986dc30444fa333a846be44fd1eb,38.57410719762466
0x0b8b5e66e902222baa331aea631e29b2a751b578,Michi-WETH,100.0,0.166666,no,yes,yes,4052.044952031095,4398,40.52044952031095,4202,1.0,0x69271839984f70fcd4cacd97e874256efa712bd4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.08306920849221
0x0b8b5e66e902222baa331aea631e29b2a751b578,Michi-WETH,100.0,0.166666,no,yes,yes,3942.783011724809,4398,39.42783011724808,4202,1.0,0x69271839984f70fcd4cacd97e874256efa712bd4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.97527896712105
0x9bf6ae08affffabc4eb8e96ad99e5ca42dcef38f,DOK-WETH,100.0,0.166666,no,yes,yes,4028.1498012935326,4399,40.28149801293533,4203,1.0,0x6911ffa1cece4259e7b3e584e11807da233c8008-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.84079989926194
0x9bf6ae08affffabc4eb8e96ad99e5ca42dcef38f,DOK-WETH,100.0,0.166666,no,yes,yes,3966.48956907011,4399,39.66489569070111,4203,1.0,0x6911ffa1cece4259e7b3e584e11807da233c8008-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.215636156550545
0xc30fa666c4f315d69d8abab4732af7834ff8d546,AP-WETH,100.0,0.166666,no,yes,yes,4086.586721571567,4400,40.865867215715674,4204,1.0,0x6968498a4872c6e0b4cc929cdbed54c09626ef83-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.43328297102802
0xc30fa666c4f315d69d8abab4732af7834ff8d546,AP-WETH,100.0,0.166666,no,yes,yes,3906.816493064189,4400,39.0681649306419,4204,1.0,0x6968498a4872c6e0b4cc929cdbed54c09626ef83-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.61061988934304
0xe39e98e127f69f1c6ddbf97d0ee0f4a7c8de57ac,WETH-dogwifdog,100.0,0.166666,no,yes,yes,4030.118285392465,4401,40.30118285392465,4205,1.0,0x69502871e164edd47a5cf2fa2109b025318da013-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.860758060987585
0xe39e98e127f69f1c6ddbf97d0ee0f4a7c8de57ac,WETH-dogwifdog,100.0,0.166666,no,yes,yes,3962.033624653393,4401,39.62033624653393,4205,1.0,0x69502871e164edd47a5cf2fa2109b025318da013-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.170458011927686
0x081b3829513574692e7b3bad07934338a86b5131,PSI-WETH,100.0,0.166666,no,yes,yes,4004.842466870253,4402,40.04842466870253,4206,1.0,0x699c1967104cbc33fee6109d29f96463e995ac74-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.60449037049002
0x081b3829513574692e7b3bad07934338a86b5131,PSI-WETH,100.0,0.166666,no,yes,yes,3984.310543354198,4402,39.84310543354198,4206,1.0,0x699c1967104cbc33fee6109d29f96463e995ac74-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.396320311969134
0x5d83b93878f3f37daa987087333e385b0845acad,LTO-USDT,100.0,0.166666,no,yes,yes,4008.5794194358723,4403,40.08579419435872,4207,1.0,0xd01409314acb3b245cea9500ece3f6fd4d70ea30-0xdac17f958d2ee523a2206206994597c13d831ec7,40.64237876578169
0x5d83b93878f3f37daa987087333e385b0845acad,LTO-USDT,100.0,0.166666,no,yes,yes,3978.0544493695406,4403,39.7805444936954,4207,1.0,0xd01409314acb3b245cea9500ece3f6fd4d70ea30-0xdac17f958d2ee523a2206206994597c13d831ec7,40.33289072389961
0x6631cb3540ed97491cf101c3320307575a07fcb5,WETH-randomcoin ,100.0,0.166666,no,yes,yes,4026.329585006119,4405,40.26329585006119,4208,1.0,0x695d42c219c17fa65831b1bbf40bbcb6fb723f28-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.82234500238998
0x6631cb3540ed97491cf101c3320307575a07fcb5,WETH-randomcoin ,100.0,0.166666,no,yes,yes,3958.0446335306715,4405,39.58044633530671,4208,1.0,0x695d42c219c17fa65831b1bbf40bbcb6fb723f28-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.13001423593139
0x8bd818551e4ddd5fbb88ef89b22b108c37090788,Rocketlon-WETH,100.0,0.166666,no,yes,yes,4066.8303551156496,4406,40.668303551156505,4209,1.0,0x4b2842f7677df6b18f1f2b176a550fd8afbdaec1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.232976167913726
0x8bd818551e4ddd5fbb88ef89b22b108c37090788,Rocketlon-WETH,100.0,0.166666,no,yes,yes,3916.3353276991256,4406,39.16335327699125,4209,1.0,0x4b2842f7677df6b18f1f2b176a550fd8afbdaec1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.70712991001673
0x0131430ae13f4cc3b7b84830569600ff46e29726,Plumbob-WETH,100.0,0.166666,no,yes,yes,4018.4375501125764,4407,40.18437550112577,4210,1.0,0x51ee935289e1304cdd5bab61f3830fcd6ea49b69-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.74232885756298
0x0131430ae13f4cc3b7b84830569600ff46e29726,Plumbob-WETH,100.0,0.166666,no,yes,yes,3950.904846195629,4407,39.50904846195629,4210,1.0,0x51ee935289e1304cdd5bab61f3830fcd6ea49b69-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.057625015009144
0x34ef34191474fa23ab0684767e58d804d077df6c,Ethereum2.0-WETH,100.0,0.166666,no,yes,yes,4137.733383063853,4408,41.37733383063853,4211,1.0,0x27fc5fb80244fbdec7c62b2c4cb3044e1b136d32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,41.95185121465464
0x34ef34191474fa23ab0684767e58d804d077df6c,Ethereum2.0-WETH,100.0,0.166666,no,yes,yes,3830.277698189854,4408,38.302776981898546,4211,1.0,0x27fc5fb80244fbdec7c62b2c4cb3044e1b136d32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,38.83460465649604
0x0bd2d9e681ee105b654fae61b9ab957239169d54,ButtCoin-WETH,100.0,0.166666,no,yes,yes,4022.485730936438,4409,40.22485730936438,4212,1.0,0x696abbf5db054fd8795f021a700367fa311029fe-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.78337274896202
0x0bd2d9e681ee105b654fae61b9ab957239169d54,ButtCoin-WETH,100.0,0.166666,no,yes,yes,3942.9155952281253,4409,39.429155952281256,4212,1.0,0x696abbf5db054fd8795f021a700367fa311029fe-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39.97662321115269
0xf5d92706a54b56efa312b5c9d1008bcf377b0d10,DICKS-WETH,100.0,0.166666,no,yes,yes,4011.4487341968206,4410,40.11448734196821,4213,1.0,0x69b3fd2d1e78c9d48190a3da632a196f86e20b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.67147031296354
0xf5d92706a54b56efa312b5c9d1008bcf377b0d10,DICKS-WETH,100.0,0.166666,no,yes,yes,3947.8227144422563,4410,39.47822714442257,4213,1.0,0x69b3fd2d1e78c9d48190a3da632a196f86e20b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.02637574861835
0xe5714956cf9c26f5628ce0e7b1825888268b8a81,ECH-WETH,100.0,0.166666,no,yes,yes,4010.5312493628385,4411,40.10531249362839,4214,1.0,0x6936c607898fc97df42883134468d2196040fa54-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.66216807338367
0xe5714956cf9c26f5628ce0e7b1825888268b8a81,ECH-WETH,100.0,0.166666,no,yes,yes,3947.848754554542,4411,39.47848754554543,4214,1.0,0x6936c607898fc97df42883134468d2196040fa54-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,40.0266397653674
